name,type,sample_weight
train951.mp4,front_raise,0.9854417878726444
train952.mp4,front_raise,0.9854417878726444
test1463.mp4,pull_up,0.9644749413221626
test2340.mp4,squat,0.8888298478851302
stu5_11.mp4,front_raise,0.9854417878726444
stu9_2.mp4,bench_pressing,0.9748456396159494
stu6_18.mp4,jump_jacks,1.1929032168984641
stu4_14.mp4,front_raise,0.9854417878726444
stu8_3.mp4,bench_pressing,0.9748456396159494
stu4_54.mp4,sit_up,0.9748456396159494
test128.mp4,bench_pressing,0.9748456396159494
stu4_66.mp4,squat,0.8888298478851302
stu5_61.mp4,sit_up,0.9748456396159494
stu6_35.mp4,pull_up,0.9644749413221626
val77.mp4,bench_pressing,0.9748456396159494
stu9_63.mp4,squat,0.8888298478851302
stu5_52.mp4,sit_up,0.9748456396159494
stu2_35.mp4,pull_up,0.9644749413221626
stu6_1.mp4,bench_pressing,0.9748456396159494
stu7_57.mp4,sit_up,0.9748456396159494
train133.mp4,bench_pressing,0.9748456396159494
stu7_49.mp4,push_up,1.0186589267896997
stu9_51.mp4,push_up,1.0186589267896997
train3301.mp4,sit_up,0.9748456396159494
stu10_50.mp4,push_up,1.0186589267896997
stu8_35.mp4,pull_up,0.9644749413221626
stu1_68.mp4,squat,0.8888298478851302
train1605.mp4,jump_jacks,1.1929032168984641
train940.mp4,front_raise,0.9854417878726444
stu7_34.mp4,jump_jacks,1.1929032168984641
stu2_58.mp4,sit_up,0.9748456396159494
stu4_50.mp4,sit_up,0.9748456396159494
stu1_33.mp4,pull_up,0.9644749413221626
stu9_22.mp4,front_raise,0.9854417878726444
stu7_3.mp4,bench_pressing,0.9748456396159494
stu1_14.mp4,front_raise,0.9854417878726444
stu3_42.mp4,push_up,1.0186589267896997
stu4_15.mp4,jump_jacks,1.1929032168984641
stu6_62.mp4,squat,0.8888298478851302
train987.mp4,front_raise,0.9854417878726444
stu8_64.mp4,squat,0.8888298478851302
stu4_39.mp4,pull_up,0.9644749413221626
stu2_40.mp4,pull_up,0.9644749413221626
stu7_18.mp4,front_raise,0.9854417878726444
train160.mp4,bench_pressing,0.9748456396159494
stu7_67.mp4,squat,0.8888298478851302
train180.mp4,bench_pressing,0.9748456396159494
stu6_29.mp4,pull_up,0.9644749413221626
stu10_46.mp4,push_up,1.0186589267896997
stu6_33.mp4,pull_up,0.9644749413221626
stu4_33.mp4,pull_up,0.9644749413221626
stu3_65.mp4,squat,0.8888298478851302
stu6_8.mp4,front_raise,0.9854417878726444
stu1_41.mp4,pull_up,0.9644749413221626
train2719.mp4,push_up,1.0186589267896997
stu9_26.mp4,front_raise,0.9854417878726444
stu7_60.mp4,sit_up,0.9748456396159494
stu2_51.mp4,push_up,1.0186589267896997
stu8_1.mp4,bench_pressing,0.9748456396159494
stu10_64.mp4,squat,0.8888298478851302
stu10_31.mp4,jump_jacks,1.1929032168984641
train2712.mp4,push_up,1.0186589267896997
stu1_22.mp4,jump_jacks,1.1929032168984641
stu4_25.mp4,jump_jacks,1.1929032168984641
stu3_61.mp4,squat,0.8888298478851302
stu8_63.mp4,squat,0.8888298478851302
stu2_20.mp4,front_raise,0.9854417878726444
stu10_16.mp4,front_raise,0.9854417878726444
stu10_53.mp4,push_up,1.0186589267896997
val1089.mp4,sit_up,0.9748456396159494
stu3_62.mp4,squat,0.8888298478851302
stu8_56.mp4,sit_up,0.9748456396159494
stu10_51.mp4,push_up,1.0186589267896997
stu8_69.mp4,squat,0.8888298478851302
stu7_63.mp4,squat,0.8888298478851302
stu9_35.mp4,pull_up,0.9644749413221626
stu8_44.mp4,push_up,1.0186589267896997
train3319.mp4,sit_up,0.9748456396159494
stu8_4.mp4,bench_pressing,0.9748456396159494
stu3_44.mp4,push_up,1.0186589267896997
stu7_64.mp4,squat,0.8888298478851302
train2568.mp4,pull_up,0.9644749413221626
train3386.mp4,sit_up,0.9748456396159494
stu5_48.mp4,push_up,1.0186589267896997
train2570.mp4,pull_up,0.9644749413221626
test586.mp4,front_raise,0.9854417878726444
stu2_38.mp4,pull_up,0.9644749413221626
stu5_56.mp4,sit_up,0.9748456396159494
train3948.mp4,squat,0.8888298478851302
stu5_30.mp4,pull_up,0.9644749413221626
stu9_58.mp4,sit_up,0.9748456396159494
stu1_20.mp4,front_raise,0.9854417878726444
train3366.mp4,sit_up,0.9748456396159494
train2501.mp4,pull_up,0.9644749413221626
stu1_55.mp4,sit_up,0.9748456396159494
stu3_9.mp4,front_raise,0.9854417878726444
stu8_5.mp4,bench_pressing,0.9748456396159494
stu4_61.mp4,squat,0.8888298478851302
stu6_28.mp4,pull_up,0.9644749413221626
val819.mp4,pull_up,0.9644749413221626
stu5_50.mp4,sit_up,0.9748456396159494
stu2_28.mp4,jump_jacks,1.1929032168984641
stu1_9.mp4,bench_pressing,0.9748456396159494
stu8_59.mp4,squat,0.8888298478851302
stu1_32.mp4,pull_up,0.9644749413221626
stu7_14.mp4,bench_pressing,0.9748456396159494
stu1_35.mp4,pull_up,0.9644749413221626
stu6_58.mp4,squat,0.8888298478851302
stu3_29.mp4,jump_jacks,1.1929032168984641
stu2_63.mp4,sit_up,0.9748456396159494
