name,feature_path
stu10_1.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_1.npy
stu10_17.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_17.npy
stu10_19.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_19.npy
stu10_24.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_24.npy
stu10_25.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_25.npy
stu10_36.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_36.npy
stu10_43.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_43.npy
stu10_48.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_48.npy
stu10_5.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_5.npy
stu10_6.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_6.npy
stu10_60.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu10_60.npy
stu12_30.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu12_30.npy
stu12_31.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu12_31.npy
stu12_32.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu12_32.npy
stu12_33.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu12_33.npy
stu12_34.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu12_34.npy
stu13_30.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_30.npy
stu13_31.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_31.npy
stu13_32.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_32.npy
stu13_33.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_33.npy
stu13_34.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_34.npy
stu13_35.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_35.npy
stu13_36.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_36.npy
stu13_37.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_37.npy
stu13_38.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_38.npy
stu13_39.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu13_39.npy
stu1_27.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu1_27.npy
stu1_30.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu1_30.npy
stu1_36.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu1_36.npy
stu1_40.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu1_40.npy
stu1_59.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu1_59.npy
stu1_60.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu1_60.npy
stu2_14.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_14.npy
stu2_25.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_25.npy
stu2_34.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_34.npy
stu2_36.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_36.npy
stu2_37.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_37.npy
stu2_39.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_39.npy
stu2_5.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_5.npy
stu2_55.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_55.npy
stu2_6.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_6.npy
stu2_62.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_62.npy
stu2_65.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_65.npy
stu3_10.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_10.npy
stu3_15.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_15.npy
stu3_18.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_18.npy
stu3_20.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_20.npy
stu3_25.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_25.npy
stu3_28.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_28.npy
stu3_31.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_31.npy
stu3_39.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_39.npy
stu3_5.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_5.npy
stu3_53.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_53.npy
stu3_55.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_55.npy
stu3_57.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_57.npy
stu3_58.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu3_58.npy
stu4_12.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_12.npy
stu4_19.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_19.npy
stu4_27.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_27.npy
stu4_28.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_28.npy
stu4_29.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_29.npy
stu4_46.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_46.npy
stu4_47.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_47.npy
stu4_5.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_5.npy
stu4_63.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_63.npy
stu4_64.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_64.npy
stu4_68.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_68.npy
stu4_69.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_69.npy
stu5_12.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_12.npy
stu5_16.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_16.npy
stu5_18.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_18.npy
stu5_23.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_23.npy
stu5_27.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_27.npy
stu5_32.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_32.npy
stu5_47.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_47.npy
stu5_55.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_55.npy
stu5_62.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_62.npy
stu5_68.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_68.npy
stu6_13.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_13.npy
stu6_15.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_15.npy
stu6_22.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_22.npy
stu6_23.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_23.npy
stu6_24.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_24.npy
stu6_3.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_3.npy
stu6_30.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_30.npy
stu6_39.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_39.npy
stu6_42.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_42.npy
stu6_63.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_63.npy
stu6_65.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_65.npy
stu6_68.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_68.npy
stu7_10.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_10.npy
stu7_13.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_13.npy
stu7_17.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_17.npy
stu7_30.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_30.npy
stu7_35.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_35.npy
stu7_4.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_4.npy
