name,video_path,feature_path,status,frames_total,frames_used,feat_dim,message
train951.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train951.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/train951.npy,ok,300,300,51,
train952.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/train952.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/train952.npy,ok,300,300,51,
test1463.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test1463.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/test1463.npy,ok,300,300,51,
test2340.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test2340.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/test2340.npy,ok,300,300,51,
stu5_11.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_11.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_11.npy,ok,863,856,51,
stu9_2.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_2.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu9_2.npy,ok,1295,1217,51,
stu6_18.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_18.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_18.npy,ok,1469,1311,51,
stu4_14.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_14.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_14.npy,ok,500,500,51,
stu8_3.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu8_3.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu8_3.npy,ok,959,504,51,
stu4_54.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_54.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_54.npy,ok,1379,1379,51,
test128.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/test128.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/test128.npy,ok,160,160,51,
stu4_66.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu4_66.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu4_66.npy,ok,1125,1125,51,
stu5_61.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_61.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_61.npy,ok,216,199,51,
stu6_35.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_35.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_35.npy,ok,330,330,51,
val77.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/val77.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/val77.npy,ok,140,138,51,
stu9_63.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu9_63.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu9_63.npy,ok,1350,1350,51,
stu5_52.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu5_52.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu5_52.npy,ok,1199,1111,51,
stu2_35.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu2_35.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu2_35.npy,ok,810,810,51,
stu6_1.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu6_1.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu6_1.npy,ok,960,960,51,
stu7_57.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/video/train/stu7_57.mp4,/Users/lindaperez/Documents/COMPUTER_VISION/Final_project/personal-git/CV_Image_pose_detection/Data/LLSP/annotation_cleaned/pose_features/stu7_57.npy,ok,1800,1649,51,
